ticker,trade_date,open,high,low,close,turnover,share_volume,trade_volume
GHLL.N0000,2016-01-03,10.4,10.6,10.4,10.5,37327.5,3555,15
GHLL.N0000,2016-01-04,10.5,10.5,10.4,10.5,32642.4,3125,11
GHLL.N0000,2016-01-05,10.5,10.6,10.4,10.6,26664.8,2537,6
GHLL.N0000,2016-01-06,10.4,10.4,10.4,10.4,10140.0,975,6
GHLL.N0000,2016-01-07,10.6,10.6,10.4,10.4,50735.0,4845,11
GHLL.N0000,2016-01-10,10.4,10.5,10.3,10.3,125501.5,12182,8
GHLL.N0000,2016-01-11,10.2,10.2,9.6,9.9,203210.5,20350,23
GHLL.N0000,2016-01-12,10.1,10.2,9.7,9.8,18391.1,1818,9
GHLL.N0000,2016-01-13,10.1,10.3,9.9,9.9,16348.5,1622,9
GHLL.N0000,2016-01-17,10.1,10.1,9.7,9.7,257548.4,25816,12
GHLL.N0000,2016-01-18,9.7,9.7,9.7,9.7,86669.5,8935,11
GHLL.N0000,2016-01-19,9.7,9.7,9.3,9.4,274596.5,28805,19
GHLL.N0000,2016-01-20,9.2,9.9,9.2,9.7,48192.7,4934,12
GHLL.N0000,2016-01-21,9.6,9.9,9.6,9.6,52510.0,5450,10
GHLL.N0000,2016-01-24,9.5,9.5,9.3,9.3,93622.1,10027,12
GHLL.N0000,2016-01-25,9.5,9.5,9.4,9.4,26310.9,2799,5
GHLL.N0000,2016-01-26,9.4,9.4,9.3,9.3,160275.6,17224,10
GHLL.N0000,2016-01-27,9.3,9.3,9.0,9.0,279774.0,30991,32
GHLL.N0000,2016-01-28,9.2,9.4,9.2,9.2,30466.4,3306,8
GHLL.N0000,2016-01-31,9.3,9.3,9.0,9.0,554200.0,61550,37
GHLL.N0000,2016-02-01,9.0,9.1,9.0,9.0,84610.0,9390,21
GHLL.N0000,2016-02-02,8.9,9.0,8.9,8.9,29830.0,3325,8
GHLL.N0000,2016-02-04,9.0,9.0,8.9,8.9,73188.3,8223,15
GHLL.N0000,2016-02-07,8.9,8.9,8.8,8.8,24701.0,2800,8
GHLL.N0000,2016-02-08,8.8,8.9,8.7,8.7,69899.5,7933,17
GHLL.N0000,2016-02-09,8.8,8.9,8.8,8.9,23960.0,2700,3
GHLL.N0000,2016-02-10,8.7,8.9,8.7,8.7,31402.1,3607,9
GHLL.N0000,2016-02-11,8.9,8.9,8.7,8.7,5320.0,600,3
GHLL.N0000,2016-02-14,8.7,8.9,8.6,8.7,47458.0,5459,25
GHLL.N0000,2016-02-15,8.6,8.8,8.6,8.7,7378.8,851,3
GHLL.N0000,2016-02-16,8.6,8.6,8.1,8.3,111440.1,13330,27
GHLL.N0000,2016-02-17,8.3,8.4,8.0,8.1,167737.6,20728,26
GHLL.N0000,2016-02-18,8.7,8.7,7.9,8.1,1620.6,196,5
GHLL.N0000,2016-02-22,8.6,10.0,8.0,8.1,67112.4,7852,26
GHLL.N0000,2016-02-23,8.0,8.0,8.0,8.0,4800.0,600,3
GHLL.N0000,2016-02-24,8.1,8.1,8.0,8.1,17527.0,2185,12
GHLL.N0000,2016-02-25,8.1,8.2,8.1,8.2,4475.0,550,4
GHLL.N0000,2016-02-28,8.2,8.7,8.1,8.7,51079.4,5986,15
GHLL.N0000,2016-02-29,8.6,8.6,8.4,8.4,190413.0,22568,17
GHLL.N0000,2016-03-01,8.4,8.4,8.4,8.4,71484.0,8510,3
GHLL.N0000,2016-03-02,8.4,8.6,8.4,8.6,44928.4,5301,6
GHLL.N0000,2016-03-03,8.4,8.5,8.4,8.4,128289.6,15269,6
GHLL.N0000,2016-03-07,8.0,8.0,7.9,8.0,65400.0,8200,5
GHLL.N0000,2016-03-08,7.8,7.8,7.0,7.4,211837.0,29515,41
GHLL.N0000,2016-03-09,7.7,8.2,7.7,7.9,105943.4,13568,11
GHLL.N0000,2016-03-10,8.0,8.6,8.0,8.6,45644.0,5468,12
GHLL.N0000,2016-03-13,8.2,8.2,8.1,8.1,8166.2,1002,4
GHLL.N0000,2016-03-14,8.1,8.1,8.1,8.1,8748.0,1080,6
GHLL.N0000,2016-03-15,8.1,8.8,8.1,8.1,30586.0,3770,6
GHLL.N0000,2016-03-16,8.1,8.4,8.1,8.3,22679.0,2730,8
GHLL.N0000,2016-03-17,8.2,8.5,8.2,8.4,17681.1,2123,10
GHLL.N0000,2016-03-20,8.8,8.8,8.8,8.8,9064.0,1030,4
GHLL.N0000,2016-03-22,9.0,9.1,8.8,8.8,73132.2,8142,12
GHLL.N0000,2016-03-23,8.8,9.0,8.8,9.0,139775.0,15860,11
GHLL.N0000,2016-03-27,8.8,9.0,8.7,8.7,40230.0,4605,5
GHLL.N0000,2016-03-28,8.9,8.9,8.5,8.5,38511.0,4486,12
GHLL.N0000,2016-03-29,8.2,8.3,8.2,8.3,13945.0,1700,4
GHLL.N0000,2016-03-30,8.3,8.7,8.3,8.7,21625.0,2550,5
GHLL.N0000,2016-03-31,8.8,8.9,8.8,8.9,10950.4,1233,3
GHLL.N0000,2016-04-03,8.4,8.9,8.4,8.4,5574.0,660,6
GHLL.N0000,2016-04-04,8.9,9.1,8.6,9.0,7206.7,803,8
GHLL.N0000,2016-04-05,9.0,9.0,8.7,8.7,43590.0,5010,2
GHLL.N0000,2016-04-06,9.0,9.2,8.9,9.2,152991.5,16988,21
GHLL.N0000,2016-04-07,9.2,9.2,9.0,9.0,397499.0,44041,31
GHLL.N0000,2016-04-10,9.0,9.2,8.8,8.9,25695.0,2883,5
GHLL.N0000,2016-04-11,9.1,9.7,9.1,9.7,538835.5,56417,30
GHLL.N0000,2016-04-14,9.5,9.9,9.5,9.5,144604.0,15180,9
GHLL.N0000,2016-04-17,9.6,9.6,9.5,9.5,470818.8,49423,22
GHLL.N0000,2016-04-18,9.6,9.7,9.0,9.2,367146.3,39811,24
GHLL.N0000,2016-04-19,9.5,9.7,9.5,9.6,322502.0,33680,20
GHLL.N0000,2016-04-21,9.7,9.8,9.5,9.6,64981.0,6695,13
GHLL.N0000,2016-04-24,9.5,9.8,9.5,9.5,390837.5,40825,18
GHLL.N0000,2016-04-25,9.5,9.9,9.5,9.6,21439.5,2255,6
GHLL.N0000,2016-04-26,9.9,9.9,9.7,9.7,4771.0,490,3
GHLL.N0000,2016-04-27,9.7,9.8,9.5,9.7,27807.0,2870,13
GHLL.N0000,2016-04-28,9.7,9.8,9.5,9.6,68799.5,7201,15
GHLL.N0000,2016-05-02,9.4,10.0,9.4,9.6,177322.8,17952,25
GHLL.N0000,2016-05-03,9.7,10.0,9.6,9.7,18480.0,1900,9
GHLL.N0000,2016-05-04,10.0,10.0,9.7,9.7,3087.5,315,5
GHLL.N0000,2016-05-05,9.8,10.4,9.8,10.2,216281.2,21409,29
GHLL.N0000,2016-05-08,10.1,10.2,10.0,10.0,124272.0,12407,17
GHLL.N0000,2016-05-09,10.1,10.2,10.0,10.2,47041.2,4656,11
GHLL.N0000,2016-05-10,10.4,10.7,10.4,10.5,154869.5,14667,18
GHLL.N0000,2016-05-11,10.5,10.5,10.4,10.4,52310.0,5000,14
GHLL.N0000,2016-05-12,10.5,10.7,10.4,10.5,87635.3,8317,15
GHLL.N0000,2016-05-15,10.7,12.3,10.7,11.9,1498668.4,129500,110
GHLL.N0000,2016-05-16,12.2,12.7,12.1,12.6,2644113.1,213215,120
GHLL.N0000,2016-05-17,12.5,12.9,12.4,12.4,1651927.4,131039,68
GHLL.N0000,2016-05-18,12.0,12.4,11.9,12.0,3090849.8,257513,75
GHLL.N0000,2016-05-19,12.0,12.3,11.8,11.9,312149.3,26023,27
GHLL.N0000,2016-05-23,12.2,12.2,11.5,11.5,94599.4,8190,21
GHLL.N0000,2016-05-24,11.5,12.2,11.5,11.8,8350.0,700,8
GHLL.N0000,2016-05-25,11.8,11.8,11.7,11.8,14746.8,1251,6
GHLL.N0000,2016-05-26,11.8,11.8,11.0,11.1,103700.2,9310,22
GHLL.N0000,2016-05-29,11.5,11.5,10.7,11.0,157458.4,14284,19
GHLL.N0000,2016-05-30,11.0,11.0,10.8,10.9,42028.4,3825,4
GHLL.N0000,2016-05-31,11.0,11.8,11.0,11.0,224773.8,20433,18
GHLL.N0000,2016-06-01,11.2,11.4,11.0,11.1,86415.2,7599,14
GHLL.N0000,2016-06-02,11.0,11.3,10.9,11.0,91027.6,8212,22
GHLL.N0000,2016-06-05,11.4,11.5,10.9,10.9,113491.0,10331,18
GHLL.N0000,2016-06-06,11.0,11.0,10.8,10.9,194377.0,17770,19
GHLL.N0000,2016-06-07,11.0,11.0,10.8,10.9,24220.0,2216,11
GHLL.N0000,2016-06-08,10.8,10.9,10.8,10.8,9298.0,860,16
GHLL.N0000,2016-06-09,10.8,10.9,10.5,10.5,326408.5,31059,13
GHLL.N0000,2016-06-12,10.9,11.0,10.8,10.8,16484.0,1515,10
GHLL.N0000,2016-06-13,10.8,10.8,10.6,10.6,26284.6,2461,10
GHLL.N0000,2016-06-14,10.5,10.5,10.2,10.3,39292.2,3820,21
GHLL.N0000,2016-06-15,10.5,10.5,10.0,10.1,210442.8,20748,20
GHLL.N0000,2016-06-16,10.1,10.6,10.1,10.5,117293.5,11191,28
GHLL.N0000,2016-06-19,10.2,10.5,10.1,10.1,2033.0,201,5
GHLL.N0000,2016-06-20,10.2,10.5,10.2,10.2,32353.4,3108,9
GHLL.N0000,2016-06-21,10.2,10.2,10.0,10.1,58694.9,5802,8
GHLL.N0000,2016-06-22,10.0,10.5,10.0,10.5,214248.0,20500,7
GHLL.N0000,2016-06-23,10.0,10.4,9.9,10.0,245562.0,24559,19
GHLL.N0000,2016-06-26,10.5,10.5,9.8,10.0,68910.0,6900,14
GHLL.N0000,2016-06-27,10.0,10.0,9.9,10.0,20980.0,2101,12
GHLL.N0000,2016-06-28,9.8,9.9,9.8,9.9,40255.2,4099,4
GHLL.N0000,2016-06-29,9.9,10.0,9.8,9.9,18695.8,1891,12
GHLL.N0000,2016-06-30,9.8,10.3,9.8,10.0,20318.6,2031,13
GHLL.N0000,2016-07-03,10.0,10.2,10.0,10.2,157300.0,15630,11
GHLL.N0000,2016-07-04,9.9,10.3,9.9,10.1,101670.9,10071,11
GHLL.N0000,2016-07-06,10.0,10.0,10.0,10.0,141200.0,14120,9
GHLL.N0000,2016-07-07,10.0,10.0,9.8,10.0,237933.4,23969,15
GHLL.N0000,2016-07-10,9.9,10.0,9.9,10.0,17069.3,1717,11
GHLL.N0000,2016-07-11,9.9,10.5,9.9,10.4,319970.4,30991,36
GHLL.N0000,2016-07-12,10.1,10.4,10.1,10.4,46902.6,4519,7
GHLL.N0000,2016-07-13,10.1,10.5,10.1,10.5,31656.0,3036,6
GHLL.N0000,2016-07-14,10.3,10.3,10.2,10.3,542131.0,52780,9
GHLL.N0000,2016-07-17,10.2,10.3,10.2,10.2,1226.0,120,3
GHLL.N0000,2016-07-19,10.3,10.5,10.1,10.2,119214.0,11736,21
GHLL.N0000,2016-07-20,10.1,10.2,10.1,10.1,53640.6,5308,5
GHLL.N0000,2016-07-21,10.3,10.5,10.2,10.3,728650.5,70170,31
GHLL.N0000,2016-07-24,10.3,10.4,10.1,10.1,1114948.6,108936,31
GHLL.N0000,2016-07-25,10.2,10.2,10.0,10.1,397658.5,39385,12
GHLL.N0000,2016-07-26,10.1,10.2,10.0,10.1,108790.0,10867,18
GHLL.N0000,2016-07-27,10.1,10.1,10.0,10.0,76100.0,7600,6
GHLL.N0000,2016-07-28,10.1,10.3,10.1,10.2,33660.6,3303,7
GHLL.N0000,2016-07-31,10.1,10.1,10.1,10.2,10.1,1,1
GHLL.N0000,2016-08-01,10.1,10.3,10.1,10.1,22038.0,2180,5
GHLL.N0000,2016-08-02,10.1,10.3,10.0,10.1,44680.0,4420,9
GHLL.N0000,2016-08-03,10.4,10.4,10.1,10.4,439965.2,42352,30
GHLL.N0000,2016-08-04,10.1,10.7,10.1,10.6,1801392.0,171575,74
GHLL.N0000,2016-08-07,10.7,10.7,10.4,10.4,47256.1,4459,13
GHLL.N0000,2016-08-08,10.2,11.5,10.2,11.3,12233290.3,1099159,284
GHLL.N0000,2016-08-09,11.5,11.9,11.2,11.4,1539926.1,134047,116
GHLL.N0000,2016-08-10,11.4,11.4,10.8,10.9,1383246.5,125800,72
GHLL.N0000,2016-08-11,11.3,11.3,10.7,10.8,985118.2,90470,61
GHLL.N0000,2016-08-14,10.7,10.9,10.5,10.6,337079.4,31637,30
GHLL.N0000,2016-08-15,10.5,10.9,10.5,10.6,77057.0,7331,16
GHLL.N0000,2016-08-17,10.6,11.0,10.6,10.8,236198.4,21897,21
GHLL.N0000,2016-08-18,10.9,11.0,10.6,11.0,936036.5,85326,42
GHLL.N0000,2016-08-21,10.9,11.0,10.6,11.0,894800.0,81505,24
GHLL.N0000,2016-08-22,10.9,11.0,10.7,11.0,1080541.9,98803,33
GHLL.N0000,2016-08-23,11.0,11.1,10.7,10.8,969458.5,88355,56
GHLL.N0000,2016-08-24,10.9,10.9,10.8,10.8,17825.0,1650,3
GHLL.N0000,2016-08-25,10.7,10.8,10.6,10.8,57265.8,5391,8
GHLL.N0000,2016-08-28,10.6,10.8,10.5,10.5,211994.0,20120,15
GHLL.N0000,2016-08-29,10.7,10.7,10.7,10.7,18190.0,1700,4
GHLL.N0000,2016-08-30,10.6,10.9,10.6,10.6,131269.0,12360,15
GHLL.N0000,2016-08-31,10.6,10.8,10.5,10.5,440338.1,41025,28
GHLL.N0000,2016-09-01,10.6,10.6,10.5,10.6,342570.5,32601,9
GHLL.N0000,2016-09-04,10.7,10.7,10.5,10.5,54566.5,5195,5
GHLL.N0000,2016-09-05,10.6,10.7,10.5,10.6,206713.0,19505,15
GHLL.N0000,2016-09-06,10.7,10.7,10.6,10.7,11078.0,1040,8
GHLL.N0000,2016-09-07,10.6,10.7,10.6,10.7,5330.0,500,4
GHLL.N0000,2016-09-08,10.7,10.7,10.5,10.5,99837.0,9460,20
GHLL.N0000,2016-09-12,10.6,10.6,10.5,10.5,3362.0,320,4
GHLL.N0000,2016-09-13,10.3,10.3,10.3,10.3,28840.0,2800,7
GHLL.N0000,2016-09-14,10.3,10.9,10.2,10.8,2898031.0,268900,36
GHLL.N0000,2016-09-18,10.8,10.8,10.2,10.3,211580.8,20570,29
GHLL.N0000,2016-09-19,10.5,10.5,10.2,10.2,1585.8,154,4
GHLL.N0000,2016-09-20,10.3,10.3,10.3,10.3,12720.5,1235,7
GHLL.N0000,2016-09-21,10.5,10.7,10.3,10.3,155134.2,14774,23
GHLL.N0000,2016-09-22,10.4,10.6,10.3,10.5,111988.4,10829,18
GHLL.N0000,2016-09-25,10.6,10.6,10.3,10.3,23379.9,2262,14
GHLL.N0000,2016-09-26,10.6,10.6,10.2,10.2,77382.7,7560,15
GHLL.N0000,2016-09-27,10.4,10.4,10.4,10.4,14830.4,1426,7
GHLL.N0000,2016-09-28,10.4,10.5,10.3,10.4,49129.5,4735,14
GHLL.N0000,2016-09-29,10.5,11.3,10.5,10.7,6755234.4,630452,128
GHLL.N0000,2016-10-02,11.0,12.2,10.6,12.1,12719176.1,1084377,508
